subject,latitude,longitude
Public Works Department,42.3594,-71.0587
Public Works Department,42.3683,-71.0380
Public Works Department,42.3748,-71.0362
Property Management,42.3381,-71.0775
Public Works Department,42.3157,-71.0623
Public Works Department,42.3422,-71.1520
Public Works Department,42.3446,-71.0691
Public Works Department,42.2833,-71.0485
Public Works Department,42.3177,-71.1110
Inspectional Services,42.3778,-71.0289
Public Works Department,42.3180,-71.1109
Property Management,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3389,-71.0754
Public Works Department,42.3512,-71.1499
Public Works Department,42.3189,-71.0779
Public Works Department,42.3418,-71.0525
Public Works Department,42.2336,-71.1322
Public Works Department,42.2833,-71.1309
Public Works Department,42.3107,-71.1187
Inspectional Services,42.2772,-71.1349
Inspectional Services,42.3594,-71.0587
Public Works Department,42.2639,-71.1633
Public Works Department,42.2845,-71.1414
Transportation - Traffic Division,42.3594,-71.0587
Inspectional Services,42.3359,-71.0404
Public Works Department,42.3605,-71.0689
Public Works Department,42.2623,-71.1653
Public Works Department,42.2448,-71.1190
Public Works Department,42.3349,-71.0444
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2479,-71.1166
Transportation - Traffic Division,42.3349,-71.1082
Public Works Department,42.2998,-71.0718
Public Works Department,42.3305,-71.0556
Public Works Department,42.3010,-71.0628
Public Works Department,42.2731,-71.1299
Public Works Department,42.3223,-71.1076
Inspectional Services,42.3309,-71.0436
Inspectional Services,42.3755,-71.0347
Inspectional Services,42.3161,-71.0967
Inspectional Services,42.3526,-71.0628
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.2846,-71.1102
Public Works Department,42.3715,-71.0361
Transportation - Traffic Division,42.3131,-71.0827
Transportation - Traffic Division,42.3069,-71.0851
Inspectional Services,42.3122,-71.0560
Mayor's 24 Hour Hotline,42.3286,-71.0935
Transportation - Traffic Division,42.3344,-71.0457
Public Works Department,42.2963,-71.0560
Transportation - Traffic Division,42.3250,-71.0590
Transportation - Traffic Division,42.2825,-71.0704
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3357,-71.0428
Inspectional Services,42.3483,-71.1584
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3577,-71.0662
Public Works Department,42.3594,-71.0587
Public Works Department,42.3397,-71.0790
Transportation - Traffic Division,42.3131,-71.0826
Property Management,42.3191,-71.0785
Public Works Department,42.3594,-71.0587
Parks & Recreation Department,42.3439,-71.0753
Public Works Department,42.3594,-71.0587
Public Works Department,42.2942,-71.0732
Property Management,42.3508,-71.0772
Inspectional Services,42.3162,-71.0771
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3342,-71.1024
Public Works Department,42.3217,-71.0615
Transportation - Traffic Division,42.3807,-71.0323
Public Works Department,42.3261,-71.0734
Public Works Department,42.3274,-71.1024
Public Works Department,42.2728,-71.0845
Mayor's 24 Hour Hotline,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3594,-71.0587
Public Works Department,42.2725,-71.0859
Public Works Department,42.3594,-71.0587
Public Works Department,42.3282,-71.1070
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3259,-71.0584
Inspectional Services,42.3594,-71.0587
Public Works Department,42.3419,-71.0797
Public Works Department,42.3220,-71.0708
Transportation - Traffic Division,42.3594,-71.0587
Parks & Recreation Department,42.3458,-71.0747
Public Works Department,42.3594,-71.0587
Public Works Department,42.3148,-71.1153
Transportation - Traffic Division,42.3452,-71.0845
Parks & Recreation Department,42.3389,-71.0760
Mayor's 24 Hour Hotline,42.3441,-71.0797
Parks & Recreation Department,42.3405,-71.0751
Parks & Recreation Department,42.3439,-71.0768
Public Works Department,42.3674,-71.0382
Parks & Recreation Department,42.3464,-71.0782
Public Works Department,42.3594,-71.0587
Parks & Recreation Department,42.3506,-71.0846
Parks & Recreation Department,42.3643,-71.0537
Parks & Recreation Department,42.3667,-71.0544
Public Works Department,42.3489,-71.1317
Public Works Department,42.3191,-71.1113
Public Works Department,42.3594,-71.0587
Public Works Department,42.2792,-71.1519
Parks & Recreation Department,42.3304,-71.1050
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2642,-71.1155
Public Works Department,42.3504,-71.0895
Mayor's 24 Hour Hotline,42.2939,-71.1206
Public Works Department,42.2871,-71.1249
Public Works Department,42.2866,-71.1290
Transportation - Traffic Division,42.3115,-71.1146
Public Works Department,42.3668,-71.0353
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3594,-71.0587
Inspectional Services,42.2854,-71.0933
Public Works Department,42.3176,-71.0747
Transportation - Traffic Division,42.3192,-71.0619
Public Works Department,42.3674,-71.0534
Public Works Department,42.2873,-71.1422
Transportation - Traffic Division,42.3576,-71.1502
Mayor's 24 Hour Hotline,42.3436,-71.0652
Public Works Department,42.2944,-71.0774
Public Works Department,42.3215,-71.0760
Inspectional Services,42.3594,-71.0587
Public Works Department,42.3794,-71.0399
Parks & Recreation Department,42.3269,-71.1053
Public Works Department,42.3437,-71.0704
Public Works Department,42.2799,-71.0833
Mayor's 24 Hour Hotline,42.3363,-71.0764
Public Works Department,42.3575,-71.0527
Public Works Department,42.2794,-71.0663
Transportation - Traffic Division,42.3372,-71.0471
Transportation - Traffic Division,42.3534,-71.1487
Public Works Department,42.3101,-71.1021
Public Works Department,42.3104,-71.0698
Transportation - Traffic Division,42.3594,-71.0587
Inspectional Services,42.2798,-71.0811
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3343,-71.0444
Inspectional Services,42.3794,-71.0387
Inspectional Services,42.3603,-71.0583
Transportation - Traffic Division,42.3038,-71.0745
Inspectional Services,42.3648,-71.0565
Inspectional Services,42.3600,-71.0635
Transportation - Traffic Division,42.3004,-71.0632
Inspectional Services,42.3335,-71.0260
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3162,-71.1033
Public Works Department,42.2619,-71.1021
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3281,-71.0683
Public Works Department,42.3379,-71.0376
Transportation - Traffic Division,42.3420,-71.1479
Transportation - Traffic Division,42.3279,-71.0562
Public Works Department,42.3002,-71.0771
Public Works Department,42.3468,-71.1569
Public Works Department,42.3747,-71.0589
Public Works Department,42.3493,-71.1736
Transportation - Traffic Division,42.3799,-71.0383
Public Works Department,42.3497,-71.1740
Public Works Department,42.3207,-71.0759
Mayor's 24 Hour Hotline,42.3347,-71.0735
Transportation - Traffic Division,42.3900,-71.0032
Inspectional Services,42.3396,-71.0703
Public Works Department,42.2490,-71.1219
Mayor's 24 Hour Hotline,42.3594,-71.0587
Transportation - Traffic Division,42.2497,-71.1350
Transportation - Traffic Division,42.2854,-71.0690
Public Works Department,42.2535,-71.1212
Public Works Department,42.2834,-71.1162
Transportation - Traffic Division,42.3594,-71.0587
Parks & Recreation Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2692,-71.0982
Public Works Department,42.3461,-71.0719
Public Works Department,42.3082,-71.1172
Public Works Department,42.3467,-71.0715
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3477,-71.1499
Public Works Department,42.3576,-71.0708
Public Works Department,42.2958,-71.1167
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3341,-71.1025
Public Works Department,42.3314,-71.0651
Public Works Department,42.2942,-71.1153
Inspectional Services,42.2891,-71.0662
Transportation - Traffic Division,42.3774,-71.0500
Parks & Recreation Department,42.3649,-71.0619
Public Works Department,42.3594,-71.0587
Public Works Department,42.3774,-71.0584
Inspectional Services,42.2633,-71.1193
Transportation - Traffic Division,42.3066,-71.0794
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2883,-71.0631
Public Works Department,42.2783,-71.0684
Public Works Department,42.3594,-71.0587
Boston Water & Sewer Commission,42.3594,-71.0587
Transportation - Traffic Division,42.3421,-71.0695
Boston Water & Sewer Commission,42.2820,-71.0919
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3372,-71.0475
Public Works Department,42.2758,-71.1175
Transportation - Traffic Division,42.2868,-71.0576
Public Works Department,42.3156,-71.0949
Mayor's 24 Hour Hotline,42.2796,-71.0698
Transportation - Traffic Division,42.3594,-71.0587
Boston Water & Sewer Commission,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.2878,-71.0670
Mayor's 24 Hour Hotline,42.3309,-71.0334
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3213,-71.1155
Public Works Department,42.3175,-71.1014
Public Works Department,42.3844,-71.0193
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3118,-71.0613
Public Works Department,42.2783,-71.0684
Animal Control,42.3594,-71.0587
Transportation - Traffic Division,42.3229,-71.1051
Public Works Department,42.3923,-71.0057
Public Works Department,42.3654,-71.0561
Transportation - Traffic Division,42.2843,-71.0516
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Animal Control,42.2826,-71.1156
Transportation - Traffic Division,42.3302,-71.0554
Public Works Department,42.3396,-71.0793
Transportation - Traffic Division,42.3635,-71.0557
Public Works Department,42.3488,-71.0864
Public Works Department,42.2808,-71.1234
Animal Control,42.3426,-71.1508
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2920,-71.0752
Public Works Department,42.3594,-71.0587
Public Works Department,42.3738,-71.0382
Transportation - Traffic Division,42.3330,-71.0363
Public Works Department,42.3594,-71.0587
Public Works Department,42.3397,-71.0801
Public Works Department,42.3594,-71.0587
Public Works Department,42.3418,-71.0520
Mayor's 24 Hour Hotline,42.3479,-71.0756
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3361,-71.0401
Public Works Department,42.3668,-71.0535
Public Works Department,42.3594,-71.0587
Animal Control,42.2598,-71.1467
Public Works Department,42.3746,-71.0628
Public Works Department,42.2889,-71.1332
Public Works Department,42.3594,-71.0587
Public Works Department,42.3154,-71.1007
Public Works Department,42.3132,-71.1017
Public Works Department,42.3594,-71.0587
Public Works Department,42.3328,-71.0396
Public Works Department,42.3418,-71.0516
Public Works Department,42.3172,-71.0582
Public Works Department,42.3331,-71.0489
Transportation - Traffic Division,42.3559,-71.1545
Public Works Department,42.3306,-71.0537
Public Works Department,42.3335,-71.0492
Public Works Department,42.3594,-71.0587
Public Works Department,42.3651,-71.0344
Transportation - Traffic Division,42.3367,-71.0347
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3793,-71.0350
Public Works Department,42.2889,-71.1394
Public Works Department,42.3426,-71.1416
Public Works Department,42.3195,-71.0606
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3339,-71.0838
Public Works Department,42.2602,-71.1170
Public Works Department,42.3335,-71.0376
Public Works Department,42.3589,-71.0626
Public Works Department,42.3594,-71.0587
Public Works Department,42.2705,-71.1303
Animal Control,42.3594,-71.0587
Public Works Department,42.3792,-71.0700
Property Management,42.3634,-71.0569
Public Works Department,42.3418,-71.1003
Public Works Department,42.3194,-71.1112
Public Works Department,42.3788,-71.0626
Public Works Department,42.3022,-71.0825
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3510,-71.0864
Public Works Department,42.3128,-71.0829
Public Works Department,42.3046,-71.1145
Public Works Department,42.3119,-71.0503
Animal Control,42.3775,-71.0310
Public Works Department,42.3254,-71.0968
Transportation - Traffic Division,42.2906,-71.1209
Transportation - Traffic Division,42.3594,-71.0587
Parks & Recreation Department,42.3594,-71.0587
Public Works Department,42.3497,-71.0677
Transportation - Traffic Division,42.3500,-71.1624
Transportation - Traffic Division,42.3245,-71.1069
Public Works Department,42.3342,-71.0448
Public Works Department,42.3248,-71.1070
Public Works Department,42.3310,-71.0396
Public Works Department,42.3897,-71.0099
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3530,-71.1669
Transportation - Traffic Division,42.3367,-71.0507
Transportation - Traffic Division,42.3229,-71.0920
Inspectional Services,42.2807,-71.1586
Public Works Department,42.3494,-71.1614
Public Works Department,42.3119,-71.1152
Transportation - Traffic Division,42.3082,-71.1195
Public Works Department,42.2921,-71.1298
Public Works Department,42.3364,-71.0531
Transportation - Traffic Division,42.3329,-71.0379
Public Works Department,42.3594,-71.0587
Property Management,42.3594,-71.0587
Boston Water & Sewer Commission,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3392,-71.1577
Public Works Department,42.3361,-71.0801
Public Works Department,42.2760,-71.1392
Public Works Department,42.3526,-71.0479
Transportation - Traffic Division,42.3097,-71.0581
Public Works Department,42.3493,-71.0679
Public Works Department,42.3343,-71.0357
Public Works Department,42.3594,-71.0587
Parks & Recreation Department,42.3594,-71.0587
Public Works Department,42.3178,-71.0598
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3358,-71.0363
Transportation - Traffic Division,42.3574,-71.1327
Public Works Department,42.3380,-71.0803
Transportation - Traffic Division,42.3008,-71.0695
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2907,-71.0619
Public Works Department,42.2987,-71.0710
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3801,-71.0273
Inspectional Services,42.3511,-71.0876
Mayor's 24 Hour Hotline,42.3303,-71.0660
Transportation - Traffic Division,42.3615,-71.1413
Mayor's 24 Hour Hotline,42.3594,-71.0587
Public Works Department,42.2980,-71.0566
Public Works Department,42.3355,-71.0473
Public Works Department,42.2913,-71.1287
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3497,-71.0898
Public Works Department,42.3656,-71.0554
Public Works Department,42.2836,-71.1211
Public Works Department,42.2579,-71.1573
Public Works Department,42.2578,-71.1572
Public Works Department,42.3418,-71.0699
Inspectional Services,42.3428,-71.0724
Public Works Department,42.3424,-71.0720
Public Works Department,42.3120,-71.0791
Transportation - Traffic Division,42.2658,-71.0990
Public Works Department,42.3251,-71.0965
Public Works Department,42.3419,-71.0714
Public Works Department,42.3787,-71.0637
Public Works Department,42.2984,-71.0640
Public Works Department,42.2893,-71.0667
Transportation - Traffic Division,42.2989,-71.0770
Transportation - Traffic Division,42.3569,-71.0701
Transportation - Traffic Division,42.3459,-71.0846
Transportation - Traffic Division,42.3456,-71.0719
Public Works Department,42.3487,-71.1352
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2929,-71.0721
Public Works Department,42.3444,-71.1417
Public Works Department,42.3786,-71.0316
Inspectional Services,42.3493,-71.1322
Property Management,42.3514,-71.0496
Transportation - Traffic Division,42.3465,-71.0721
Public Works Department,42.2884,-71.0607
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3167,-71.0660
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3315,-71.0965
Property Management,42.3846,-71.0153
Transportation - Traffic Division,42.2868,-71.0943
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3646,-71.0549
Inspectional Services,42.3016,-71.0672
Public Works Department,42.3594,-71.0587
Public Works Department,42.2859,-71.1673
Public Works Department,42.3040,-71.1164
Public Works Department,42.3033,-71.1172
Public Works Department,42.3032,-71.1170
Public Works Department,42.3849,-71.0195
Transportation - Traffic Division,42.3355,-71.0323
Public Works Department,42.3030,-71.1167
Transportation - Traffic Division,42.3476,-71.0639
Public Works Department,42.3543,-71.0748
Public Works Department,42.3535,-71.1452
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2868,-71.1464
Transportation - Traffic Division,42.3282,-71.0913
Public Works Department,42.3082,-71.0688
Inspectional Services,42.3445,-71.1412
Public Works Department,42.2826,-71.0575
Public Works Department,42.2809,-71.1685
Public Works Department,42.3568,-71.0719
Parks & Recreation Department,42.3443,-71.1667
Boston Water & Sewer Commission,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.2645,-71.1060
Public Works Department,42.3594,-71.0587
Public Works Department,42.3290,-71.0695
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3339,-71.0476
Public Works Department,42.3449,-71.0899
Transportation - Traffic Division,42.3351,-71.0495
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3177,-71.0606
Inspectional Services,42.3493,-71.1305
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3313,-71.0406
Public Works Department,42.3243,-71.1116
Public Works Department,42.3833,-71.0200
Public Works Department,42.3805,-71.0225
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2825,-71.0739
Inspectional Services,42.3299,-71.0930
Transportation - Traffic Division,42.3299,-71.0930
Transportation - Traffic Division,42.3659,-71.0346
Public Works Department,42.3594,-71.0587
Public Works Department,42.3156,-71.0600
Inspectional Services,42.3496,-71.0816
Public Works Department,42.3156,-71.0600
Transportation - Traffic Division,42.2856,-71.0690
Public Works Department,42.3276,-71.0950
Transportation - Traffic Division,42.2686,-71.1054
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3705,-71.0337
Public Works Department,42.3176,-71.0622
Mayor's 24 Hour Hotline,42.3241,-71.0972
Public Works Department,42.3688,-71.0389
Public Works Department,42.3606,-71.0668
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0675
Parks & Recreation Department,42.3608,-71.1341
Public Works Department,42.3594,-71.0587
Parks & Recreation Department,42.2875,-71.1505
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3425,-71.0864
Transportation - Traffic Division,42.3463,-71.0738
Public Works Department,42.3090,-71.1158
Public Works Department,42.3369,-71.0376
Public Works Department,42.3097,-71.0631
Public Works Department,42.3430,-71.0960
Public Works Department,42.3043,-71.0797
Public Works Department,42.2864,-71.1548
Public Works Department,42.3253,-71.0636
Mayor's 24 Hour Hotline,42.3644,-71.0534
Transportation - Traffic Division,42.3413,-71.1458
Transportation - Traffic Division,42.3319,-71.0964
Public Works Department,42.2827,-71.1228
Transportation - Traffic Division,42.3181,-71.1118
Transportation - Traffic Division,42.3161,-71.0967
Public Works Department,42.3359,-71.0526
Transportation - Traffic Division,42.3255,-71.0588
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2899,-71.0574
Animal Control,42.2808,-71.1240
Transportation - Traffic Division,42.3295,-71.0560
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3034,-71.0638
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2606,-71.1624
Public Works Department,42.2662,-71.1274
Public Works Department,42.3594,-71.0587
Public Works Department,42.2524,-71.1414
Public Works Department,42.2506,-71.1444
Transportation - Traffic Division,42.3269,-71.1083
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3501,-71.1274
Transportation - Traffic Division,42.3790,-71.0380
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3336,-71.0847
Public Works Department,42.2937,-71.0735
Public Works Department,42.3673,-71.0593
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3150,-71.0979
Public Works Department,42.3693,-71.0402
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.2867,-71.0548
Public Works Department,42.3516,-71.1273
Public Works Department,42.2668,-71.0991
Public Works Department,42.3368,-71.0733
Mayor's 24 Hour Hotline,42.3594,-71.0587
Public Works Department,42.2972,-71.1449
Public Works Department,42.3594,-71.0587
Property Management,42.3594,-71.0587
Public Works Department,42.3183,-71.1062
Public Works Department,42.2806,-71.0895
Public Works Department,42.3415,-71.0810
Public Works Department,42.3594,-71.0587
Public Works Department,42.3578,-71.1274
Public Works Department,42.2890,-71.1717
Inspectional Services,42.3829,-71.0398
Inspectional Services,42.3501,-71.1326
Public Works Department,42.2642,-71.0999
Public Works Department,42.3460,-71.0896
Public Works Department,42.2907,-71.0610
Inspectional Services,42.3799,-71.0353
Inspectional Services,42.3529,-71.1328
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3601,-71.0688
Mayor's 24 Hour Hotline,42.3594,-71.0587
Inspectional Services,42.3278,-71.0672
Inspectional Services,42.3086,-71.1022
Public Works Department,42.3450,-71.0899
Transportation - Traffic Division,42.3343,-71.0444
Animal Control,42.2819,-71.0804
Mayor's 24 Hour Hotline,42.3191,-71.1076
Transportation - Traffic Division,42.3356,-71.0490
Transportation - Traffic Division,42.3362,-71.0506
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3291,-71.0836
Mayor's 24 Hour Hotline,42.3243,-71.0563
Transportation - Traffic Division,42.3840,-71.0783
Mayor's 24 Hour Hotline,42.3383,-71.0792
Public Works Department,42.2873,-71.1519
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3095,-71.1059
Transportation - Traffic Division,42.2912,-71.1228
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3431,-71.0683
Public Works Department,42.3594,-71.0587
Public Works Department,42.3870,-71.0094
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2401,-71.1420
Public Works Department,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3594,-71.0587
Public Works Department,42.3353,-71.0406
Public Works Department,42.3594,-71.0587
Public Works Department,42.3521,-71.0599
Public Works Department,42.3506,-71.0878
Public Works Department,42.3345,-71.1033
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3672,-71.0325
Public Works Department,42.3594,-71.0587
Public Works Department,42.3190,-71.1164
Public Works Department,42.3125,-71.0587
Public Works Department,42.3103,-71.0614
Public Works Department,42.3516,-71.1273
Transportation - Traffic Division,42.3753,-71.0583
Mayor's 24 Hour Hotline,42.3429,-71.0820
Public Works Department,42.3732,-71.0630
Transportation - Traffic Division,42.3594,-71.0587
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.2829,-71.1292
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2719,-71.0910
Public Works Department,42.3679,-71.0371
Public Works Department,42.3373,-71.1474
Public Works Department,42.2789,-71.0546
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3422,-71.0692
Property Management,42.3490,-71.0616
Transportation - Traffic Division,42.3229,-71.1051
Public Works Department,42.3355,-71.0552
Public Works Department,42.2896,-71.0615
Public Works Department,42.2589,-71.1263
Mayor's 24 Hour Hotline,42.3594,-71.0587
Transportation - Traffic Division,42.3793,-71.0639
Public Works Department,42.2511,-71.1151
Transportation - Traffic Division,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3448,-71.0899
Public Works Department,42.3532,-71.0491
Public Works Department,42.3604,-71.0631
Transportation - Traffic Division,42.3114,-71.0736
Public Works Department,42.3732,-71.0630
Transportation - Traffic Division,42.3742,-71.0396
Transportation - Traffic Division,42.3814,-71.0231
Transportation - Traffic Division,42.3754,-71.0317
Transportation - Traffic Division,42.3065,-71.0793
Public Works Department,42.3357,-71.0510
Public Works Department,42.3154,-71.0691
Transportation - Traffic Division,42.3138,-71.0768
Public Works Department,42.2752,-71.1332
Transportation - Traffic Division,42.3594,-71.0587
Parks & Recreation Department,42.3376,-71.0319
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.2599,-71.1196
Public Works Department,42.2937,-71.1604
Transportation - Traffic Division,42.3488,-71.1639
Mayor's 24 Hour Hotline,42.3521,-71.0644
Public Works Department,42.2934,-71.1513
Public Works Department,42.3594,-71.0587
Public Works Department,42.2983,-71.0670
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.2893,-71.0521
Public Works Department,42.3824,-71.0777
Public Works Department,42.3808,-71.0153
Transportation - Traffic Division,42.3439,-71.0807
Public Works Department,42.3345,-71.0425
Transportation - Traffic Division,42.3731,-71.0396
Property Management,42.3523,-71.0712
Transportation - Traffic Division,42.3657,-71.0551
Public Works Department,42.3773,-71.0624
Transportation - Traffic Division,42.2999,-71.0733
Public Works Department,42.3519,-71.1320
Transportation - Traffic Division,42.3761,-71.0360
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3204,-71.1096
Public Works Department,42.3007,-71.1156
Transportation - Traffic Division,42.3477,-71.1358
Transportation - Traffic Division,42.3493,-71.0674
Transportation - Traffic Division,42.3086,-71.0512
Public Works Department,42.3751,-71.0611
Transportation - Traffic Division,42.2700,-71.1043
Mayor's 24 Hour Hotline,42.3494,-71.0718
Transportation - Traffic Division,42.3343,-71.0444
Public Works Department,42.3594,-71.0587
Public Works Department,42.2872,-71.0944
Public Works Department,42.3594,-71.0587
Parks & Recreation Department,42.3274,-71.1062
Transportation - Traffic Division,42.3493,-71.0674
Public Works Department,42.3577,-71.0695
Parks & Recreation Department,42.3522,-71.1209
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3339,-71.0336
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3349,-71.0486
Transportation - Traffic Division,42.3368,-71.0303
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3670,-71.0391
Transportation - Traffic Division,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3594,-71.0587
Public Works Department,42.2967,-71.0711
Public Works Department,42.2825,-71.0739
Public Works Department,42.3127,-71.0516
Mayor's 24 Hour Hotline,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.2618,-71.1223
Public Works Department,42.3005,-71.0657
Public Works Department,42.3451,-71.0720
Public Works Department,42.3454,-71.0745
Public Works Department,42.3594,-71.0587
Public Works Department,42.3866,-71.0089
Inspectional Services,42.3787,-71.0347
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3490,-71.0861
Public Works Department,42.2858,-71.0596
Public Works Department,42.3423,-71.0753
Inspectional Services,42.2938,-71.1213
Public Works Department,42.3455,-71.1411
Public Works Department,42.3437,-71.0744
Mayor's 24 Hour Hotline,42.3478,-71.0797
Public Works Department,42.2833,-71.1239
Public Works Department,42.2815,-71.0579
Public Works Department,42.2688,-71.1205
Public Works Department,42.3772,-71.0552
Mayor's 24 Hour Hotline,42.3594,-71.0587
Public Works Department,42.3290,-71.0870
Public Works Department,42.3319,-71.0351
Public Works Department,42.3100,-71.1155
Animal Control,42.2659,-71.1104
Public Works Department,42.3426,-71.0695
Public Works Department,42.3341,-71.0348
Public Works Department,42.3385,-71.0487
Public Works Department,42.3594,-71.0587
Public Works Department,42.3267,-71.0957
Public Works Department,42.3606,-71.0698
Public Works Department,42.3606,-71.0699
Transportation - Traffic Division,42.3594,-71.0587
